class_index,cod_id,formula,reduced_formula,elements,space_group,space_group_number
5000,8104364,K24 In4 As12,As3InK6,"As,In,K",P-1,2
5001,4321901,Ba2 Cr2 S4,BaCrS2,"Ba,Cr,S",Pmmn,59
5002,1524834,Ce0.009 Fe1.991,Ce0.009Fe1.991,"Ce,Fe",Im-3m,229
5003,2106378,Cd2 Br4 O8,Br2CdO4,"Br,Cd,O",Pnnm,58
5004,1528887,Ti6 Hg6 O18,HgO3Ti,"Hg,O,Ti",R-3c,167
5005,9006966,K1 Mg1 F3,F3KMg,"F,K,Mg",Pm-3m,221
5006,1001444,Te2 Mo10 O32,Mo5O16Te,"Mo,O,Te",Pma2,28
5007,9016442,Fe16 Ge6 O36,Fe8Ge3O18,"Fe,Ge,O",P2_1/c,14
5008,2107092,Ce2 O6,CeO3,"Ce,O",P6_3/m,176
5009,1530917,Ga32.28 N4.8 O52.17,Ga32.28N4.8O52.17,"Ga,N,O",R-3m,166
5010,1527305,W2 S2 Cl8,Cl4SW,"Cl,S,W",P-1,2
5011,2310949,Yb8 Pt16,Pt2Yb,"Pt,Yb",Fd-3m,227
5012,1511257,Nd12 Ni48 B12,BNdNi4,"B,Nd,Ni",Imma,74
5013,1510383,In0.4 Cu0.24 Au1.36,Au1.36Cu0.24In0.4,"Au,Cu,In",P6_3/mmc,194
5014,9005761,Pb4 O8,O2Pb,"O,Pb",Fm-3m,225
5015,1536194,Mg3.928 P4.108 S12,Mg3.928P4.108S12,"Mg,P,S",C2/m,12
5016,1557729,Zr4 C72 Cl8,C18Cl2Zr,"C,Cl,Zr",Cc,9
5017,7221325,Ba2 Li4 Si2,BaLi2Si,"Ba,Li,Si",Pmmn,59
5018,1537524,Ca2 In4 Te8,CaIn2Te4,"Ca,In,Te",I4/mcm,140
5019,8103447,Ca9 Ni21 B6,B2Ca3Ni7,"B,Ca,Ni",R-3m,166
5020,9009738,Rb4 I4,IRb,"I,Rb",Fm-3m,225
5021,3500014,Ca4 Al16 O28,Al4CaO7,"Al,Ca,O",C2/c,15
5022,4002536,Co8 Mo16 S32,CoMo2S4,"Co,Mo,S",Cc,9
5023,1527053,V4.512 Pb3.504 O14.752,O14.752Pb3.504V4.512,"O,Pb,V",C2/m,12
5024,1522791,La4 Mg12,LaMg3,"La,Mg",Fm-3m,225
5025,2108439,Na7.968 Mn26 O52,Mn26Na7.968O52,"Mn,Na,O",C2/m,12
5026,1527616,Sn4 Cl8 O8,Cl2O2Sn,"Cl,O,Sn",P2_1/c,14
5027,4309035,Al15.52 Co8 Si2.64,Al15.52Co8Si2.64,"Al,Co,Si",C2/m,12
5028,9007905,Yb6 Mn6 O18,MnO3Yb,"Mn,O,Yb",P6_3cm,185
5029,1532830,Sm4 Sc4 O12,O3ScSm,"O,Sc,Sm",Pnma,62
5030,1511666,Nb12 Co16 B28,B7Co4Nb3,"B,Co,Nb",Cmcm,63
5031,2104008,V12 O26,O13V6,"O,V",Pc,7
5032,1522901,Pr6 Zn51,Pr2Zn17,"Pr,Zn",R-3m,166
5033,4303153,Zn3.00006 Mo18 Se24,Mo18Se24Zn3.00006,"Mo,Se,Zn",R-3,148
5034,1536472,Pr2 Si2 Ru2,PrRuSi,"Pr,Ru,Si",P4/nmm,129
5035,2009883,Cr4 H56 C48,C12CrH14,"C,Cr,H",P2_1/c,14
5036,4329112,Ba4 Cu13.278 Te12,Ba4Cu13.278Te12,"Ba,Cu,Te",P2_1/m,11
5037,1563313,Yb6 B3.3334 S14,B3.3334S14Yb6,"B,S,Yb",P6_3,173
5038,4101881,H56 Ru2 C40,C20H28Ru,"C,H,Ru",P2_12_12,18
5039,1511279,Tl6 B2 O6,BO3Tl3,"B,O,Tl",P6_3/m,176
5040,1524970,Pr0.7 Tm0.3 Co5,Co5Pr0.7Tm0.3,"Co,Pr,Tm",P6/mmm,191
5041,1534667,Ba4 Pd4 Cl16,BaCl4Pd,"Ba,Cl,Pd",Pbcn,60
5042,1530878,V2 P2 O14,O7PV,"O,P,V",P4/nmm,129
5043,1528211,Th3.7 U0.3,Th3.7U0.3,"Th,U",Fm-3m,225
5044,9009102,Fe1 Br2,Br2Fe,"Br,Fe",P-3m1,164
5045,4002710,Eu6 In6 Cu30,Cu5EuIn,"Cu,Eu,In",R-3m,166
5046,1509716,Sm2 Si4 Ag4,Ag2Si2Sm,"Ag,Si,Sm",I4/mmm,139
5047,1510771,Na8 B8 S20,B2Na2S5,"B,Na,S",Pnma,62
5048,7221238,Al4 Tl4 Se8,AlSe2Tl,"Al,Se,Tl",I4/mcm,140
5049,2105435,Sm4 Fe4 B16,B4FeSm,"B,Fe,Sm",Pbam,55
5050,1524869,Ti1 Ga2.49 Fe0.51,Fe0.51Ga2.49Ti,"Fe,Ga,Ti",Pm-3m,221
5051,4344529,Li24 Mn3 N10.857,Li24Mn3N10.857,"Li,Mn,N",P-31c,163
5052,1514088,Li6 O3,Li2O,"Li,O",R-3m,166
5053,1527780,K12 W8,K3W2,"K,W",C2/c,15
5054,1532889,U28 O100 F56,F14O25U7,"F,O,U",C2/c,15
5055,1537361,Cu4 Hg2 I8,Cu2HgI4,"Cu,Hg,I",I-42m,121
5056,9008898,Mn2 As2,AsMn,"As,Mn",P6_3/mmc,194
5057,4102594,Ho16 Sb5.892 O16,Ho16O16Sb5.892,"Ho,O,Sb",C2/m,12
5058,9004092,Na16 S8 O32,Na2O4S,"Na,O,S",Fddd,70
5059,9008266,Cu48 As16,AsCu3,"As,Cu",I-43d,220
5060,1528019,Rb6 Cu16 Se12,Cu8Rb3Se6,"Cu,Rb,Se",C2/m,12
5061,9011085,Na8 Si8 O20,Na2O5Si2,"Na,O,Si",P2_1/c,14
5062,1008243,Ga4 Mo16 Se32,GaMo4Se8,"Ga,Mo,Se",F-43m,216
5063,1008934,Na3 Er3 S6,ErNaS2,"Er,Na,S",R-3m,166
5064,1536067,K3 N1.0002 O3.0016,K3N1.0002O3.0016,"K,N,O",Pm-3m,221
5065,4002498,Li4 Er4 O8,ErLiO2,"Er,Li,O",I4_1/amd,141
5066,1537019,Al32 P32 O189.84,Al32O189.84P32,"Al,O,P",Pbca,61
5067,4305536,Tb12 Zn2.828 Sb27.984,Sb27.984Tb12Zn2.828,"Sb,Tb,Zn",Immm,71
5068,1509397,In3 Ag3 O6,AgInO2,"Ag,In,O",R-3m,166
5069,9013926,Cu8 Cl8,ClCu,"Cl,Cu",Pa-3,205
5070,5910027,Co18 C6 O36,CCo3O6,"C,Co,O",P-1,2
5071,4334091,Li6 Zn4 Sn8,Li3Sn4Zn2,"Li,Sn,Zn",P6_3/mmc,194
5072,1527954,Cs4 Sn4 Cl12,Cl3CsSn,"Cl,Cs,Sn",P2_1/c,14
5073,1534492,Ce2 Zr2 F14,CeF7Zr,"Ce,F,Zr",P2_1,4
5074,4345175,V4 P4 O20,O5PV,"O,P,V",C2/c,15
5075,1525430,Ta2 Mo2 N2,MoNTa,"Mo,N,Ta",P4/nmm,129
5076,1539077,Yb3.996 Sb8.004 Te16,Sb8.004Te16Yb3.996,"Sb,Te,Yb",I-43d,220
5077,4328980,Na4 Mg2 Sn2,MgNa2Sn,"Mg,Na,Sn",P6_3/mmc,194
5078,4002886,Ce16 Mo8 O44,Ce4Mo2O11,"Ce,Mo,O",P4_2/n,86
5079,1525196,Na63.36 Cd352.64,Cd352.64Na63.36,"Cd,Na",Fd-3m,227
5080,4344313,Li8 H8 Rh2,H4Li4Rh,"H,Li,Rh",I4/m,87
5081,1001319,Cd1.5 P0.5 I1.5,Cd1.5I1.5P0.5,"Cd,I,P",P6_3mc,186
5082,1510332,Cd9 Au9,AuCd,"Au,Cd",P3,143
5083,1001202,La6 Re4 O18,La3O9Re2,"La,O,Re",P-1,2
5084,1533508,Ti24 Al67.04 Ni28,Al67.04Ni28Ti24,"Al,Ni,Ti",Fm-3m,225
5085,4303252,Yb2 Ga8,Ga4Yb,"Ga,Yb",C2/m,12
5086,1511642,Sr12 B24 Rh32,B6Rh8Sr3,"B,Rh,Sr",Fmmm,69
5087,1535040,Y8 Mo12 O48,Mo3O12Y2,"Mo,O,Y",Pbcn,60
5088,9011606,Mo2,Mo,Mo,Im-3m,229
5089,7222809,Lu10 Si6,Lu5Si3,"Lu,Si",P6_3/mcm,193
5090,1527783,W40 O112,O14W5,"O,W",P-42_1m,113
5091,1538812,Ho1 Si2,HoSi2,"Ho,Si",P6/mmm,191
5092,9011047,As52 Pb36 S112,As13Pb9S28,"As,Pb,S",P2_1/c,14
5093,1545568,Li6 Zr8 F38,F19Li3Zr4,"F,Li,Zr",P-1,2
5094,1538320,U4 V8 O32,O8UV2,"O,U,V",Pnma,62
5095,2310166,U4 Ni8,Ni2U,"Ni,U",P6_3/mmc,194
5096,1539326,Sm8 Ru16,Ru2Sm,"Ru,Sm",Fd-3m,227
5097,2310239,Nb1 Ru3,NbRu3,"Nb,Ru",Pm-3m,221
5098,4343241,Na10 Np2 O12,Na5NpO6,"Na,Np,O",C2/m,12
5099,6000235,Sr8 Al28 O50,Al14O25Sr4,"Al,O,Sr",Pmma,51
5100,4105297,Cu6 Se4,Cu3Se2,"Cu,Se",P-42_1m,113
5101,4077114,H88 Ru4 C88,C22H22Ru,"C,H,Ru",P2_1/c,14
5102,1542213,La2 Cu2 Si2,CuLaSi,"Cu,La,Si",P6_3/mmc,194
5103,2102779,Ba2 V8 O18,BaO9V4,"Ba,O,V",P2/c,13
5104,1524585,Lu4 Cu20,Cu5Lu,"Cu,Lu",F-43m,216
5105,1501465,Y4 Tc8,Tc2Y,"Tc,Y",P6_3/mmc,194
5106,7222313,Hg2 I4 O12,HgI2O6,"Hg,I,O",P2_1,4
5107,1006011,Nd8 Ni4 O16,Nd2NiO4,"Nd,Ni,O",Cmce,64
5108,7222781,La3 Mg3 Ga3,GaLaMg,"Ga,La,Mg",P-62m,189
5109,4062406,Ta4 H140 C140,C35H35Ta,"C,H,Ta",P2_1/c,14
5110,1541797,Mn2 B8 O32,B4MnO16,"B,Mn,O",P-1,2
5111,1522553,Tb2 Mn7.904 Al16.096,Al16.096Mn7.904Tb2,"Al,Mn,Tb",I4/mmm,139
5112,4109720,Sc6 Fe2 C8,C4FeSc3,"C,Fe,Sc",Immm,71
5113,1528207,V16 O36,O9V4,"O,V",Pnma,62
5114,1545896,Pr3 Zr9 F45,F15PrZr3,"F,Pr,Zr",R3m,160
5115,1525182,Ce4 U4 Fe16,CeFe4U,"Ce,Fe,U",Fd-3m,227
5116,7233626,Na1.5 Ti3 S6,Na1.5S6Ti3,"Na,S,Ti",R-3m,166
5117,2106868,Gd26 Zn128,Gd13Zn64,"Gd,Zn",P6_3/mmc,194
5118,1527156,Zr0.666 W1.334,W1.334Zr0.666,"W,Zr",Im-3m,229
5119,7707139,Li10 Ga2 S8,GaLi5S4,"Ga,Li,S",P2_1/m,11
5120,1527069,Fe3.789 Ni3.789 Te6,Fe3.789Ni3.789Te6,"Fe,Ni,Te",R3m,160
5121,1524850,Ce8 Fe8.64 Ni7.36,Ce8Fe8.64Ni7.36,"Ce,Fe,Ni",Fd-3m,227
5122,9013043,Au4,Au,Au,Fm-3m,225
5123,8103849,Li4 Dy8 Br20,Br5Dy2Li,"Br,Dy,Li",C2/c,15
5124,9012565,Cr1.58 Fe0.42 As4,As4Cr1.58Fe0.42,"As,Cr,Fe",Pnnm,58
5125,1525007,D3.4 Ti4,H3.4Ti4,"H,Ti",P4_2/mmc,131
5126,4065442,Fe4 H36 C40,C10FeH9,"C,Fe,H",P2_1/c,14
5127,9012502,Ni4 As8,As2Ni,"As,Ni",Pa-3,205
5128,1527483,Th1 Sn3,Sn3Th,"Sn,Th",Pm-3m,221
5129,4110940,Er4 Te12,ErTe3,"Er,Te",Cmcm,63
5130,1544718,Ti5.94 Ni6 O18,Ni6O18Ti5.94,"Ni,O,Ti",R-3,148
5131,5910117,Cu3 Pt1,Cu3Pt,"Cu,Pt",Pm-3m,221
5132,1538762,Pu2 Zr2,PuZr,"Pu,Zr",Fm-3m,225
5133,4002323,Ho6 Mn6 O18,HoMnO3,"Ho,Mn,O",P6_3cm,185
5134,1547817,Sr4 Cr4 O16,CrO4Sr,"Cr,O,Sr",P2_1/c,14
5135,1542208,Tl4 Cu4 S8,CuS2Tl,"Cu,S,Tl",I-42d,122
5136,8103661,Tl8 N8 O24,NO3Tl,"N,O,Tl",Pnma,62
5137,1524504,Tb1 Co5,Co5Tb,"Co,Tb",P6/mmm,191
5138,1538331,Cr16 Co8,CoCr2,"Co,Cr",Fd-3m,227
5139,1540257,Al4 As4,AlAs,"Al,As",F-43m,216
5140,1509428,K48 Ag16 O32,AgK3O2,"Ag,K,O",P2_12_12_1,19
5141,1522327,Pu8 Ru16,PuRu2,"Pu,Ru",Fd-3m,227
5142,1533513,Ti37.904 Al54.096 Ru28,Al54.096Ru28Ti37.904,"Al,Ru,Ti",Fm-3m,225
5143,9001182,Mn18 Zn6 O60,Mn3O10Zn,"Mn,O,Zn",R-3,148
5144,2310545,Zr8 Br16 O72,Br2O9Zr,"Br,O,Zr",P-42_1c,114
5145,1510391,Dy2 Si4 Au4,Au2DySi2,"Au,Dy,Si",I4/mmm,139
5146,1538919,Cu2 Pt2 F12,CuF6Pt,"Cu,F,Pt",P-1,2
5147,1567271,Bi8 W4 O24,Bi2O6W,"Bi,O,W",Pca2_1,29
5148,4004002,Re12 S16 I4,IRe3S4,"I,Re,S",P2_1/c,14
5149,1526704,D4.88 Zr8 Cr16,Cr16H4.88Zr8,"Cr,H,Zr",P2_1/c,14
5150,1540890,Zr10 Si6,Si3Zr5,"Si,Zr",P6_3/mcm,193
5151,1537653,Tb1 Hg1,HgTb,"Hg,Tb",Pm-3m,221
5152,1538090,Pr3 Tl1,Pr3Tl,"Pr,Tl",Pm-3m,221
5153,1530294,Cs4 S4 O12,CsO3S,"Cs,O,S",P6_3mc,186
5154,2100868,Al92 Cr40 Cu24,Al23Cr10Cu6,"Al,Cr,Cu",Pnma,62
5155,4112757,Co16 C32 O127.592,C32Co16O127.592,"C,Co,O",I-43m,217
5156,9011120,Ga40,Ga,Ga,Cmcm,63
5157,4311318,Ba21 Al40,Al40Ba21,"Al,Ba",P31m,157
5158,1525438,Cd1 Pb3 Se4,CdPb3Se4,"Cd,Pb,Se",Fm-3m,225
5159,1539942,Pd4 S16 N16,N4PdS4,"N,Pd,S",P2_1/c,14
5160,2015120,Ga2 I6 O18,GaI3O9,"Ga,I,O",P6_3,173
5161,1538910,V6 Si1.24 Sn0.76,Si1.24Sn0.76V6,"Si,Sn,V",Pm-3n,223
5162,4343819,Rb8 Li8 F16,F2LiRb,"F,Li,Rb",C2/c,15
5163,1535336,Cu2 Mo2 O8,CuMoO4,"Cu,Mo,O",P-1,2
5164,4001043,V4 C56 O20,C14O5V,"C,O,V",C2,5
5165,2004854,Hg8 Se8 O28,Hg2O7Se2,"Hg,O,Se",P2_1/c,14
5166,1005039,Sr12 Cu6 N10,Cu3N5Sr6,"Cu,N,Sr",P4_2mc,105
5167,7037407,Dy54 Cl18 O72,ClDy3O4,"Cl,Dy,O",R-3,148
5168,1524212,Y8 Fe8 Co8,CoFeY,"Co,Fe,Y",Fd-3m,227
5169,4326004,Sr8 Cd4 As8,As2CdSr2,"As,Cd,Sr",Cmc2_1,36
5170,4003944,La12 Cd8 As24,As6Cd2La3,"As,Cd,La",C2/m,12
5171,1521675,U8 As12 Ru14,As6Ru7U4,"As,Ru,U",Im-3m,229
5172,1524423,Gd6 Fe51,Fe17Gd2,"Fe,Gd",R-3m,166
5173,1511263,Nd1 B1 Rh3,BNdRh3,"B,Nd,Rh",Pm-3m,221
5174,4341202,Ta63.0784 Ga79.424 Mo1.2096,Ga79.424Mo1.2096Ta63.0784,"Ga,Mo,Ta",P4_2/mnm,136
5175,2212468,Sr24 Te24 O72,O3SrTe,"O,Sr,Te",C2,5
5176,1522774,V1.6 Os0.4,Os0.4V1.6,"Os,V",Im-3m,229
5177,1011064,Na1 Nb1 O3,NaNbO3,"Na,Nb,O",Pm-3m,221
5178,1509404,In4 Ag4 S8,AgInS2,"Ag,In,S",I-42d,122
5179,1550517,Fe4 Si4 O12,FeO3Si,"Fe,O,Si",Cmmm,65
5180,1510164,La2 Ge2 Au2,AuGeLa,"Au,Ge,La",P6_3mc,186
5181,7049183,Co8 H192 C136,C17CoH24,"C,Co,H",C2/c,15
5182,2107158,Li10 Cu7.5 P12,Cu7.5Li10P12,"Cu,Li,P",Immm,71
5183,4343261,Ta16 Mn24 O64,Mn3O8Ta2,"Mn,O,Ta",I4_1/a,88
5184,1538571,Tb2 Si4 Ir4,Ir2Si2Tb,"Ir,Si,Tb",I4/mmm,139
5185,1535667,Na4 Ga4 O8,GaNaO2,"Ga,Na,O",Pna2_1,33
5186,7222811,Eu2 Si4 Ir4,EuIr2Si2,"Eu,Ir,Si",I4/mmm,139
5187,1542110,Tl4 P4 F24,F6PTl,"F,P,Tl",Pa-3,205
5188,8103977,Na4 Sc4 Cl16,Cl4NaSc,"Cl,Na,Sc",Pbcn,60
5189,2002320,Ba9 Lu12 O27,Ba3Lu4O9,"Ba,Lu,O",R3,146
5190,9011108,Mn58,Mn,Mn,I-43m,217
5191,1539481,D6.24 Zr24 P8,H6.24P8Zr24,"H,P,Zr",P4_2/n,86
5192,8104104,K8 C8 O24,CKO3,"C,K,O",P2_1/c,14
5193,1525092,Ce0.2 Y0.8 Zn1,Ce0.2Y0.8Zn,"Ce,Y,Zn",Pm-3m,221
5194,9008952,Tl8 Se8,SeTl,"Se,Tl",I4/mcm,140
5195,1000050,K1 Cl1,ClK,"Cl,K",Pm-3m,221
5196,1539986,Tl4 Fe4 I12,FeI3Tl,"Fe,I,Tl",Pnma,62
5197,4341306,Ta4 N4 O4,NOTa,"N,O,Ta",I4_1/amd,141
5198,1536074,V24 Zn6.3 Ga116.7,Ga116.7V24Zn6.3,"Ga,V,Zn",R-3,148
5199,7050474,Tb4 C336 N48,C84N12Tb,"C,N,Tb",Pnma,62
5200,1526196,Ni4 P8,NiP2,"Ni,P",C2/c,15
5201,1528370,Sr6 N3 Cl3,ClNSr2,"Cl,N,Sr",R-3m,166
5202,9007686,Bi25.6 O38.4,Bi25.6O38.4,"Bi,O",I23,197
5203,1547274,D37.432 Ba24 Ge24,Ba24Ge24H37.432,"Ba,Ge,H",Pnma,62
5204,1522668,Sm1 Mn2 Ni3,Mn2Ni3Sm,"Mn,Ni,Sm",P6/mmm,191
5205,2106143,Cr20 Ru10,Cr2Ru,"Cr,Ru",P4_2/mnm,136
5206,2207684,Er4 Si12 Ni4,ErNiSi3,"Er,Ni,Si",Cmmm,65
5207,7704771,Ba3.4 W24 I56,Ba3.4I56W24,"Ba,I,W",Pn-3,201
5208,7222638,Sn4 P4 S12,PS3Sn,"P,S,Sn",Pc,7
5209,1523811,Ga1.2 Ni2.8,Ga1.2Ni2.8,"Ga,Ni",Fm-3m,225
5210,1526331,Cs48 Sb112,Cs3Sb7,"Cs,Sb",P2_1/c,14
5211,1531229,Sr16 Ru12 O40,O10Ru3Sr4,"O,Ru,Sr",Cmce,64
5212,1537050,Ba4 Cu36 Ge16,BaCu9Ge4,"Ba,Cu,Ge",I4/mcm,140
5213,1526595,Ca0.148 Gd0.848,Ca0.148Gd0.848,"Ca,Gd",Pmmm,47
5214,1535577,Na2.68 Tb1.32 O4,Na2.68O4Tb1.32,"Na,O,Tb",Fm-3m,225
5215,4518779,Na6 Sb2 S8,Na3S4Sb,"Na,S,Sb",P-42_1c,114
5216,1527731,Ce4 S8 O48,CeO12S2,"Ce,O,S",Pnma,62
5217,1525082,Zr8 Mn5.92 Co10.08,Co10.08Mn5.92Zr8,"Co,Mn,Zr",Fd-3m,227
5218,1522109,Y16 Ga12.018 Ge14.862,Ga12.018Ge14.862Y16,"Ga,Ge,Y",P6_3/mmc,194
5219,1510290,Sb6 Au2,AuSb3,"Au,Sb",Im-3m,229
5220,1522827,V6 Ga1 Si1,GaSiV6,"Ga,Si,V",Pm-3n,223
5221,9014145,Hg4 Br4,BrHg,"Br,Hg",I4/mmm,139
5222,1511250,Dy8 Fe11.2 B4.8,B4.8Dy8Fe11.2,"B,Dy,Fe",Fd-3m,227
5223,1510749,Lu1 B2,B2Lu,"B,Lu",P6/mmm,191
5224,4003901,Gd2 Bi2 Te2,BiGdTe,"Bi,Gd,Te",P4/nmm,129
5225,1521051,Rb6 Mo36 Se42,Mo6RbSe7,"Mo,Rb,Se",R-3,148
5226,9005866,Ti6 Mn6 O18,MnO3Ti,"Mn,O,Ti",R3c,161
5227,9016443,Y16.008 Zr15.992 O48,O48Y16.008Zr15.992,"O,Y,Zr",Ia-3,206
5228,9015489,Sn16 Pb16 O53.6,O53.6Pb16Sn16,"O,Pb,Sn",Fd-3m,227
5229,1510256,Nd1 Au1,AuNd,"Au,Nd",Pm-3m,221
5230,1528602,Ca2 Ta8 O22,CaO11Ta4,"Ca,O,Ta",P6_322,182
5231,1532438,La10 Sn6 Br2,BrLa5Sn3,"Br,La,Sn",P6_3/mcm,193
5232,1528556,Zn8 Te8 O24,O3TeZn,"O,Te,Zn",Pbca,61
5233,1529112,Y28 Re4 O56.64,O56.64Re4Y28,"O,Re,Y",Fm-3m,225
5234,1537998,Y2 Si4 Rh4,Rh2Si2Y,"Rh,Si,Y",I4/mmm,139
5235,4001659,Zr4 H56 C52,C13H14Zr,"C,H,Zr",P2_1/c,14
5236,4307592,U4 I16 O60,I4O15U,"I,O,U",Pbcn,60
5237,1523446,Th1 Ga2,Ga2Th,"Ga,Th",P6/mmm,191
5238,7222848,Li36 Ge16,Ge4Li9,"Ge,Li",Cmcm,63
5239,1542125,Na1 Ta1 O3,NaO3Ta,"Na,O,Ta",Pm-3m,221
5240,1537612,Y4 Sb4,SbY,"Sb,Y",Fm-3m,225
5241,4343671,Cs8 Cu8 Br24,Br3CsCu,"Br,Cs,Cu",C222_1,20
5242,9007723,Bi8 O12,Bi2O3,"Bi,O",P-42_1c,114
5243,1523922,Ti4 Ni4 Sn4,NiSnTi,"Ni,Sn,Ti",F-43m,216
5244,1535406,Nb6 Tl0.7 Se8,Nb6Se8Tl0.7,"Nb,Se,Tl",P6_3/m,176
5245,2240552,Ba20 In16 Sb24,Ba5In4Sb6,"Ba,In,Sb",Pmmn,59
5246,1510602,Sr2 Bi2 Au2,AuBiSr,"Au,Bi,Sr",P6_3/mmc,194
5247,2239772,Tb7.848 Ni28,Ni28Tb7.848,"Ni,Tb",P6_3/mmc,194
5248,1525071,Mo6 S6 Br2,BrMo3S3,"Br,Mo,S",R-3,148
5249,4344349,Ta24 S16,S2Ta3,"S,Ta",Aem2,39
5250,9007492,Rh8 S12,Rh2S3,"Rh,S",Pbcn,60
5251,1548521,Yb32 O48,O3Yb2,"O,Yb",Ia-3,206
5252,1534055,Sm12 Ga4 O24,GaO6Sm3,"Ga,O,Sm",Cmc2_1,36
5253,1522743,Hf0.99 Zn2.01 Ga1,GaHf0.99Zn2.01,"Ga,Hf,Zn",Pm-3m,221
5254,2310206,V4 Ir4,IrV,"Ir,V",Cmmm,65
5255,1511258,Zr4 B2.4 N1.6,B2.4N1.6Zr4,"B,N,Zr",Fm-3m,225
5256,4301628,Ce8 As8 Se8,AsCeSe,"As,Ce,Se",Pnma,62
5257,1522689,Zr8 V14.4 Ni1.6,Ni1.6V14.4Zr8,"Ni,V,Zr",Fd-3m,227
5258,8104399,Mg4 P16 O44,MgO11P4,"Mg,O,P",P2_1/c,14
5259,1539871,D16.08 Rb8 Pd4,H16.08Pd4Rb8,"H,Pd,Rb",Fm-3m,225
5260,8103404,Ag2 F1,Ag2F,"Ag,F",P-3m1,164
5261,1539461,Y1 Mg1,MgY,"Mg,Y",Pm-3m,221
5262,7222390,Ce2 As4 Au2,As2AuCe,"As,Au,Ce",P4/nmm,129
5263,9008922,V2 S2,SV,"S,V",P6_3/mmc,194
5264,1532400,Nd20 Si8 Ge8,Ge2Nd5Si2,"Ge,Nd,Si",P4_12_12,92
5265,2012621,Hg6 Se6 O20,Hg3O10Se3,"Hg,O,Se",P2_1,4
5266,2300536,Eu32 O48,Eu2O3,"Eu,O",Ia-3,206
5267,4030198,Fe16 P12 O60,Fe4O15P3,"Fe,O,P",C2/c,15
5268,1530450,D0.78 Zr6 O2.04,H0.78O2.04Zr6,"H,O,Zr",P312,149
5269,2010992,K8 Cr8 O28,Cr2K2O7,"Cr,K,O",C2/c,15
5270,1524662,In12 Co4,CoIn3,"Co,In",P4_2/mnm,136
5271,9008604,Bi4 Te4,BiTe,"Bi,Te",Fm-3m,225
5272,1533578,Nb8 V8 Cr8,CrNbV,"Cr,Nb,V",Fd-3m,227
5273,1534587,U4 Ta12 O38,O19Ta6U2,"O,Ta,U",P6_3/mcm,193
5274,1510230,Mg1 Au1,AuMg,"Au,Mg",Pm-3m,221
5275,1522077,La14 Ni32,La7Ni16,"La,Ni",I-42m,121
5276,1529647,Ca1 Si1.5 Ni0.5,CaNi0.5Si1.5,"Ca,Ni,Si",P6/mmm,191
5277,4031786,Fe8 N48 O120,FeN6O15,"Fe,N,O",P2_1/c,14
5278,1541166,Na16 Si16 S40,Na2S5Si2,"Na,S,Si",Cmcm,63
5279,1509739,Gd6 Al16.904 Ag5.096,Ag5.096Al16.904Gd6,"Ag,Al,Gd",Immm,71
5280,7221338,Be8 Fe4,Be2Fe,"Be,Fe",P6_3/mmc,194
5281,7046575,Ti8 H160 C120,C15H20Ti,"C,H,Ti",Pbcn,60
5282,4315009,Mo8 P8 O44,Mo2O11P2,"Mo,O,P",Pnma,62
5283,2010610,La16 As32,As2La,"As,La",Cc,9
5284,4344257,Mn2.224 Fe1.748 O4,Fe1.748Mn2.224O4,"Fe,Mn,O",Fm-3m,225
5285,7222172,Cs12 Bi8 O18,Bi4Cs6O9,"Bi,Cs,O",P-1,2
5286,2107325,Na4 As4 S8,AsNaS2,"As,Na,S",P2_1/c,14
5287,3000293,Na2 Cd1.12 Sn2.88,Cd1.12Na2Sn2.88,"Cd,Na,Sn",P6_3/mmc,194
5288,4124692,Rb2 Ge1 F6,F6GeRb2,"F,Ge,Rb",P-3m1,164
5289,1510428,Sm4 In4 Au8,Au2InSm,"Au,In,Sm",Fm-3m,225
5290,1510406,Zn2 Au4 F16,Au2F8Zn,"Au,F,Zn",P2_1/c,14
5291,1011225,V4 O10,O5V2,"O,V",Pmn2_1,31
5292,1525073,Zr8 Co13.12 Mo2.88,Co13.12Mo2.88Zr8,"Co,Mo,Zr",Fd-3m,227
5293,9008196,As50.5 Pb37 S112,As50.5Pb37S112,"As,Pb,S",P2_1,4
5294,1510648,Cs16 B16 S32,BCsS2,"B,Cs,S",I4_1/acd,142
5295,4123922,Mg2 Hg44 N12,Hg22MgN6,"Hg,Mg,N",I4/m,87
5296,1000217,Ba12 Zn14 F52,Ba6F26Zn7,"Ba,F,Zn",C2/m,12
5297,2310409,La0.667 Nb2 O6,La0.667Nb2O6,"La,Nb,O",P4/mmm,123
5298,2006774,Ca24 Pt6 O36,Ca4O6Pt,"Ca,O,Pt",R-3c,167
5299,4341676,Gd4 V4 O16,GdO4V,"Gd,O,V",I4_1/amd,141
5300,2310618,Ca4 Ti4 O12,CaO3Ti,"Ca,O,Ti",Pnma,62
5301,1536663,Pd4 N8 Cl8.0,Cl2N2Pd,"Cl,N,Pd",Cmce,64
5302,1528977,Ni3 Ag6 O6,Ag2NiO2,"Ag,Ni,O",R-3m,166
5303,1536190,La18 Sb10 O10,La9O5Sb5,"La,O,Sb",P4/n,85
5304,1539369,Tb8 Mn16,Mn2Tb,"Mn,Tb",Fd-3m,227
5305,4001497,La14.268 Sb17.732 S48,La14.268S48Sb17.732,"La,S,Sb",P2_1/c,14
